hilane,	हिलाने,	हिलने
ghumakkadon,	घुमक्कड़ों,	घुमक्कड़ों
baraamad,	बरामाद,	बरामद
simmy,	सिम्मी,	सिमी
ghanakar,	घनकर,	घनाकार
prathmik,	प्राथमिक,	प्राथमिक
gaumutra,	गौमुत्र,	गौमूत्र
broken,	ब्रोकेन,	ब्रोकन
laganewale,	लगनेवाले,	लगनेवाले
formic,	फॉर्मिक,	फार्मिक
tel,	टेल,	तेल
sapney,	सपने,	सपने
jaino,	जैनो,	जैनों
danpati,	दनपती,	दंपति
manchiya,	मांचिया,	मंचीय
amaanat,	अमानत,	अमानत
risaney,	रिसने,	रिसने
kranj,	क्रांज,	करंज
stain,	स्टेन,	स्टैन
ardas,	अर्दास,	अरदास
caitlyn,	केटलीन,	कैटलिन
mukhopadhyaya,	मुखोपाध्याय,	मुखोपाध्याय
seaten,	सीतें,	सीटें
hilne,	हिलने,	हिलने
obrayan,	ओबरायन,	ओब्रायन
ashariri,	आशरीरी,	अशरीरी
form,	फॉर्म,	फार्म
jaanch,	जांच,	जाँच
shakir,	शकीर,	शाकिर
sukhati,	सूखती,	सूखती
jubair,	जुबैर,	जुबेर
dak,	डाक,	डाक
varsaache,	वरसाचे,	वर्साचे
taaza,	ताजा,	ताजा
nagine,	नैगीन,	नगीने
bouni,	बौनी,	बौनी
nichaai,	निचाई,	नीचाई
jarakh,	जरख,	जरख
sev,	सेव,	सेव
kumavat,	कुमावत,	कुमावत
swechha,	स्वेच्छ,	स्वेच्छा
maurya,	मौर्य,	मौर्या
cubeck,	कबेक,	क्यूबेक
deputy,	डिप्टी,	डेप्युटी
palari,	पलारी,	पलारी
kapolkalpana,	कपोलकल्पन,	कपोलकल्पना
rasad,	रसस,	रसद
desai,	देसाई,	देसाई
paathshaalaayein,	पाठशालाएं,	पाठशालाएं
sirpur,	सीरपुर,	सिरपुर
dikhai,	दिखाई,	दिखाई
jaybaan,	जयबान,	जयबाण
shamadan,	शमदान,	शमादान
tse,	टीसे,	त्से
haarjeet,	हरजीत,	हारजीत
kapdo,	कपडो,	कपड़ो
deshkaal,	देशकाल,	देशकाल
teer,	टीर,	तीर
alasi,	आलासी,	आलसी
khaibar,	खैबर,	ख़ैबर
rishtey,	रिश्ते,	रिश्ते
vlc,	वीएलसी,	वीएलसी
ropne,	रोपने,	रोपने
phalitartha,	फलीतर्थ,	फलितार्थ
gatisheel,	गतिशील,	गतिशील
bhay,	भाय,	भय
makhdumpur,	मखदुमपुर,	मखदुमपुर
danshil,	दंशील,	दानशील
gr,	गीर,	जीआर
adaani,	अदानी,	अदाणी
bhabar,	भाबर,	भाबर
moryon,	मोर्यों,	मौर्यों
vinasht,	विनाश्ट,	विनष्ट
stone,	स्टोन,	स्टोन
chunar,	चुनार,	चूनर
obrien,	ओब्रेन,	ओब्रायन
haanfte,	हांफते,	हांफते
putul,	पुतुल,	पुतुल
nrityon,	नृत्यों,	नृत्यों
charas,	चारस,	चरस
sthitiyan,	स्थितियां,	स्थितियां
saltnat,	सल्तनात,	सल्तनत
naraji,	नाराजी,	नाराजी
tuberkyulosis,	ट्यूर्क्यूलासिस,	ट्यूबरक्यूलोसिस
gandaki,	गंदकी,	गंडकी
banbi,	बांबी,	बांबी
synapse,	सिनेपस,	सिनेप्स
vidhut,	विद्युत,	विधुत
parda,	पर्दा,	पर्दा
aaram,	आरम,	आराम
dhoraaji,	धोराजी,	धोराजी
chrome,	क्रोम,	क्रोम
apardarshi,	अपरदर्शी,	अपारदर्शी
athak,	आथक,	अथक
patki,	पटकी,	पटकी
badh,	बाध,	बाध
kaldwell,	काल्डवेल,	काल्डवेल
bosan,	बोसन,	बोसान
hostes,	हॉस्ट्स,	होस्टेस
pyade,	प्यादे,	प्यादे
vincent,	विंसेंट,	विंसेंट
alayans,	अलायंस,	अलायंस
audyogikarana,	औद्योगीकरण,	औद्योगिकरण
mahasinh,	महासिंह,	महासिंह
jealous,	जेलूस,	जूलूस
mular,	मूलर,	मूलर
jeepney,	जीपने,	जीपनी
rishikul,	ऋषिकुल,	ऋषिकुल
awashist,	अवशिष्ट,	अवशिष्ट
sarganaon,	सरगनाओं,	सरगनाओं
balla,	बल्ला,	बल्ला
nahargarh,	नहरगढ़,	नाहरगढ
racreation,	रेक्रेशन,	रिक्रिएशन
lakhkhi,	लख्खी,	लख्खी
talve,	तलवे,	तलवे
hoaf,	हॉफ,	हॉफ
unthak,	उंथक,	अनथक
putin,	पुटीन,	पुतिन
sarka,	सर्क,	सरका
dhkelate,	धकेलते,	धकेलते
anuchit,	अनुचित,	अनुचित
lenset,	लेंसेट,	लैंसेट
kalamjeet,	कलमजीत,	कमलजीत
rihana,	रिहाना,	रिहाना
kalraj,	कलराज,	कलराज
chest,	चेस्ट,	चेस्ट
mungeri,	मूंगेरी,	मुंगेरी
chaudhavan,	चौदहवान,	चौदहवां
sadanand,	सदनांद,	सदानंद
items,	इटेम्स,	आइटम्स
massachusetts,	मैसाचुसेट्स,	मैसाचुसेट्स
kankar,	कंकर,	कंकड़
antoni,	अंटोनी,	एंटोनी
masaledaar,	मसलेदार,	मसालेदार
prapt,	प्रप्त,	प्राप्त
apvtrit,	अपवतृत,	अपवर्तित
gyapit,	ज्ञापित,	ज्ञापित
jerusalem,	जेरूसलेम,	येरुशलम
chitrkar,	चित्रकार,	चित्रकार
chhahon,	छाहों,	छहों
gidgidate,	गिजगिडेट,	गिड़गिड़ाते
parikshaen,	परीक्षाएं,	परीक्षाएं
daabholkar,	दाभोलकर,	दाभोलकर
vardhmaan,	वर्धमान,	वर्द्धमान
khurasan,	खुरसान,	खुरासान
kaylana,	कायलना,	कायलाना
aurangabad,	औरंगाबाड,	औरंगाबाद
standhari,	स्तनधारी,	स्तनधारी
phaaph,	फाफ,	फाफ
simmons,	सिमंस,	साइमंस
sthiti,	स्थिति,	स्तिथि
marmar,	मर्मार,	मरमर
samnvyak,	साम्नवयक,	समन्वयक
samanvayaka,	समन्वयका,	समन्वयक
samahar,	समाहार,	समाहार
theateron,	ठीतरों,	थियेटरों
najim,	नजीम,	नजीम
kaningham,	कानिंघम,	कनिंघम
nikaalni,	निकालनी,	निकालनी
gsm,	जीएसएम,	जीएसएम
banaam,	बनाम,	बनाम
alii,	एली,	अली
raajon,	राजों,	राजों
nageene,	नगीने,	नगीने
daakhil,	दाखिल,	दाखिल
catlin,	कैटलिन,	कैटलिन
junooni,	जूनूनी,	जुनूनी
pradarshan,	प्रदर्शन,	प्रर्दशन
mauryon,	मौर्यों,	मौर्यों
udghosh,	उद्घोष,	उदघोष
deonar,	डेयोनार,	देवनार
upakhyaanon,	उपख्यानों,	उपाख्यानों
narayangarh,	नारायंगढ़,	नारायणगढ़
nikhar,	निखर,	निखर
kalika,	कालिका,	कालिका
quete,	क्वेट,	क्यूट
machanon,	मचानों,	मचानों
rojlin,	रोजलिन,	रोजलिन
singar,	सिंगर,	सिंगार
canals,	कैनल्स,	कनाल
arthon,	आर्थों,	अर्थों
daav,	दाव,	दाव
slide,	स्लाइड,	स्लाइड
soccer,	सॉक्सर,	सॉकर
rese,	रेसे,	रेस
pidiyaa,	पीढ़िया,	पीडिया
aagah,	आगाह,	आग़ा
aj,	एज,	एजे
kiya,	किया,	किया
lahna,	लहना,	लहना
yaatanaon,	यातनाओं,	यातनाओं
chaturdik,	चतुर्दिक,	चतुर्दिक
ahsaas,	अहसास,	एहसास
katasaraj,	काटसराज,	कटासराज
peranormal,	पैरानोर्माल,	पैरानॉर्मल
vidyaayein,	विद्याएं,	विद्याएं
fisla,	फिसला,	फिसला
bagiyon,	बागियों,	बागियों
ikarion,	इकारियों,	इकाईयों
girish,	गिरिश,	गिरीश
jin,	जिन,	जीन
gaen,	गैन,	गाएं
samalakha,	समलखा,	समालखा
najeeb,	नजीब,	नजीब
matsyendranath,	मत्सींद्रनाथ,	मत्स्येंद्रनाथ
girijagharon,	गिरीजाघरों,	गिरजाघरों
likhakar,	लिखाकार,	लिखकर
parshad,	पार्शद,	पार्षद
viresh,	विरेश,	वीरेश
namankanon,	नमनकों,	नामांकनों
vibhrm,	विभ्रम,	विभ्रम
himali,	हिमाली,	हिमाली
layega,	लायगा,	लायेगा
mta,	एमटीए,	एमटीए
rigal,	रिगल,	रीगल
rigs,	रिग्स,	रिग्स
convention,	कंवेशन,	कन्वेंशन
jatra,	जतरा,	जतरा
paltane,	पलटने,	पलटने
julahon,	जूलाहों,	जुलाहों
pharma,	फरमा,	फार्मों
lata,	लता,	लाता
shaakir,	शाकीर,	शाकिर
hairam,	हैराम,	हैरम
cant,	कैंट,	कांट
dikhai,	दिखाई,	दिखायी
prapta,	प्रपत्त,	प्राप्त
nineties,	नाइनेटिज,	नाइनटीज
jhuthalane,	झुठलाने,	झुठलाने
lairy,	लेरी,	लैरी
lakir,	लाकिर,	लकीर
vaisaakh,	वैसाख,	वैशाख
bakaayon,	बकायों,	बकायों
chupaty,	चुपत्य,	चौपाटी
tippanikar,	टिप्पानिकार,	टिप्पणीकार
bhadakaaya,	भड़काय,	भड़काया
sharmana,	शर्मण,	शर्माना
raj,	राज,	राज
jini,	जीनी,	जिनी
maryokar,	मार्योकार,	मयोर्का
chabutre,	चबुत्रे,	चबूतरे
fuji,	फूजी,	फ्यूजी
